Profile_id,Layer,Horizon code,Start (cm),End (cm),Organic Matter (%),Clay (<2 mu) (%),Silt (2-50 mu) (%),Loam (=silt+clay) (%),Sand (>50mu) (%),Median of sand fraction (mu),pH-KCl,CEC (mmol/kg),Ca-exch (mmol/kg),K-exch (mmol/kg),kationen Na-uit (mmol/kg),kationen Mg-uit (mmol/kg),Total P (mg P2O5/kg),Carbon (%),Total N(%),Bulk density (g per cm3),Laboratory code,Org. matter method,pH method,CEC method,Ca Mg method,Na K method,Total P method,Carbon Method,Total N method,Texture method (m = measurement; s = hand estimate),Soil Classification code,Soil map legend code,X,Y,Year
4585,3,2A/B,10,30,6.7,-99,-99,20,80,130,3.3,-99,-99,-99,-99,-99,130,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r423,Hn,225000,571000,1990
4587,1,1H,-8,-1,64.6,-99,-99,-99,-99,-99,2.8,345,96,14,10,36,0,38.8,1.7,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,K4p215c,pKRn,167000,544000,1990
4587,2,1H,-1,0,33.5,-99,-99,-99,-99,-99,2.8,239,51,8,6,16,0,20.5,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,K4p215c,pKRn,167000,544000,1990
4587,3,2Ap,0,10,3.9,4,21,25,75,155,3.1,69,2,1,1,2,200,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,K4p215c,pKRn,167000,544000,1990
4587,4,2AB/B/C,10,30,2.7,12,12,24,76,165,3.6,-99,-99,-99,-99,-99,170,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,K4p215c,pKRn,167000,544000,1990
4588,1,1H,-9,0,72.3,-99,-99,-99,-99,-99,2.7,332,78,14,7,22,0,42.3,1.7,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2z433,Hd,255000,539000,1990
4588,2,2A/E/Bs,0,10,7.6,4,16,20,80,155,3.2,62,2,0,1,1,280,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2z433,Hd,255000,539000,1990
4588,3,2A/E/Bs,10,30,5.1,4,16,20,80,155,3.7,-99,-99,-99,-99,-99,240,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2z433,Hd,255000,539000,1990
4593,1,1L/F,-9,0,89.2,-99,-99,-99,-99,-99,2.8,434,130,11,6,50,1374,-99,2.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,1hz8,aV,215000,568000,1990
4593,2,2Ah1,0,10,84,10,-99,-99,-99,-99,2.7,126,21,4,1,7,1110,-99,1.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,1hz8,aV,215000,568000,1990
4593,3,2Ah1,10,30,86.7,10,-99,-99,-99,-99,2.7,-99,-99,-99,-99,-99,1080,-99,1.9,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,1hz8,aV,215000,568000,1990
4600,1,1Ln,-7,0,83.8,-99,-99,-99,-99,-99,2.7,414,110,2,12,42,1351,-99,1.7,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r431x10,Hn,247000,553000,1990
4600,2,2A/B,0,10,6.8,-99,-99,10,90,180,3.2,56,1,2,0,1,240,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r431x10,Hn,247000,553000,1990
4600,3,2A/B,10,30,6.4,-99,-99,10,90,180,3.3,-99,-99,-99,-99,-99,190,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r431x10,Hn,247000,553000,1990
4602,1,1L/F,-5,0,59.9,-99,-99,-99,-99,-99,2.9,322,110,2,6,36,1237,-99,1.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,s4d413,vWz,274000,565000,1990
4602,2,2Ah,0,10,15.3,-99,-99,20,80,150,2.9,77,16,2,1,5,430,-99,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,s4d413,vWz,274000,565000,1990
4602,3,2Ah,10,30,30.1,-99,-99,20,80,150,3.1,-99,-99,-99,-99,-99,310,-99,0.4,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,s4d413,vWz,274000,565000,1990
4603,1,1L/F,-8,0,69.9,-99,-99,-99,-99,-99,2.8,337,102,14,5,28,0,39.3,1.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r423,Hn,272000,551000,1990
4603,2,1H,0,0,60.1,-99,-99,-99,-99,-99,2.6,-99,-99,-99,-99,-99,0,34.5,1.4,-99,SC,SWV-M0010,SWV-M0013,,,,23,136,39,s,2r423,Hn,272000,551000,1990
4603,3,2Ah,0,30,6.4,-99,-99,20,80,140,3.5,51,1,1,0,1,190,2.5,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r423,Hn,272000,551000,1990
4605,1,1L/F,-7,0,53.1,-99,-99,-99,-99,-99,3.1,312,140,2,9,31,1099,-99,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,k5k4311b,Zn,183000,533000,1990
4605,2,2Cu,0,10,1.6,10,-99,-99,-99,-99,6.7,45,40,2,0,2,320,-99,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,k5k4311b,Zn,183000,533000,1990
4605,3,2Cu,10,30,1,10,-99,-99,-99,-99,7.6,-99,-99,-99,-99,-99,260,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,k5k4311b,Zn,183000,533000,1990
4606,1,1H,-2,0,48.4,-99,-99,-99,-99,-99,3.5,238,134,2,4,33,1443,-99,1.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r433x6,Hn,206000,547000,1990
4606,2,2Ah,0,10,6.9,5,18,23,77,155,3.6,37,4,2,0,1,1100,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r433x6,Hn,206000,547000,1990
4606,3,2Ah,10,30,6,5,18,23,77,155,4,-99,-99,-99,-99,-99,910,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r433x6,Hn,206000,547000,1990
4608,1,1H,-4,0,47.8,-99,-99,-99,-99,-99,2.8,212,48,2,12,30,916,-99,0.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5k431,Zn,218000,548000,1990
4608,2,2Ce1,0,10,2.9,2,4,6,94,160,3.4,25,1,2,0,0,120,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5k431,Zn,218000,548000,1990
4608,3,2Ce1,10,30,1.4,2,4,6,94,160,4,-99,-99,-99,-99,-99,120,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5k431,Zn,218000,548000,1990
4609,1,1H,-6,0,46.2,-99,-99,-99,-99,-99,2.9,165,41,7,4,12,0,24.4,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5k431,Zn,219000,544000,1990
4609,2,2A/B,0,10,4,2,5,7,93,140,-99,25,1,1,0,0,220,1.7,0.1,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k431,Zn,219000,544000,1990
4609,3,2Ce1,10,30,1.6,2,4,6,94,155,-99,15,0,0,0,0,119,0.7,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k431,Zn,219000,544000,1990
4609,4,2Ce2,30,60,0.9,2,3,5,95,150,-99,5,0,0,0,0,89,0.4,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k431,Zn,219000,544000,1990
4609,5,2Ce2,60,100,1.5,2,4,6,94,145,-99,6,0,0,0,0,101,0.6,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k431,Zn,219000,544000,1990
4612,1,1H,-7,-1,67.6,-99,-99,-99,-99,-99,2.8,324,106,11,5,19,0,41.4,1.6,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r422x17,Hn,227000,538000,1990
4612,2,1H,-1,0,49.7,-99,-99,-99,-99,-99,2.6,269,53,6,4,11,0,28,1.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r422x17,Hn,227000,538000,1990
4612,3,2Ah,0,10,11.2,4,11,15,85,145,2.8,48,3,2,0,1,260,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r422x17,Hn,227000,538000,1990
4612,4,2Ah,10,30,5.4,4,11,15,85,145,3.1,-99,-99,-99,-99,-99,210,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r422x17,Hn,227000,538000,1990
4619,1,1H,-9,0,81.7,-99,-99,-99,-99,-99,2.7,432,105,8,12,31,0,49.3,2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r431x14,Hn,242000,537000,1990
4619,2,2A/E/Bhe,0,30,5.1,3,6,9,91,155,3.4,49,2,0,0,0,170,2.6,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r431x14,Hn,242000,537000,1990
4620,1,1L/F,-5,0,56.3,-99,-99,-99,-99,-99,2.5,329,43,4,4,14,0,35.9,0.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5t411,Zd,229000,502000,1990
4620,3,2E/B,0,30,1,-99,-99,5,95,230,3.7,10,0,0,0,0,70,0.4,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5t411,Zd,229000,502000,1990
4621,1,1L/F,-9,0,79.6,-99,-99,-99,-99,-99,2.8,359,89,13,6,27,0,47,1.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5k422,Zn,234000,507000,1990
4621,2,2Ap,0,30,1.6,-99,-99,12,88,130,3.9,15,0,0,0,0,120,0.5,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5k422,Zn,234000,507000,1990
4621,3,2Ce,30,60,0.6,2,1,2,98,180,-99,6,0,0,0,0,60,0.3,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k422,Zn,234000,507000,1990
4621,4,2Ce,60,100,0.6,2,4,5,95,170,-99,6,0,0,0,0,71,0.2,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,5k422,Zn,234000,507000,1990
4672,1,1Ahg,0,10,4,5,20,25,75,130,-99,1167,152,11,1,21,1393,-99,0.3,-99,GG,BK-27,,HOUBA,HOUBA,HOUBA,23,,39,s,4k423c,pZg,223275,459290,1997
4672,2,1Apg,10,25,2.2,5,20,25,75,130,-99,797,181,11,6,23,912,-99,0.2,-99,GG,BK-27,,HOUBA,HOUBA,HOUBA,23,,39,s,4k423c,pZg,223275,459290,1997
4672,4,1Cg,50,70,1.2,3,15,18,82,165,-99,449,153,8,6,17,321,-99,0.1,-99,GG,BK-27,,HOUBA,HOUBA,HOUBA,23,,39,s,4k423c,pZg,223275,459290,1997
4720,2,1Ah,5,13,13.4,-99,-99,35,65,100,4.9,-99,76,3,4,8,-99,-99,-99,-99,BL,134-1,2,,HOUBA-AC,HOUBA-AC,,,,s,5h422,pZg,165500,383250,1996
4732,1,1Ah,0,10,6.3,18,-99,-99,-99,-99,7.1,309,281,7,1,20,1200,2.9,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,143800,452900,1993
4732,2,1Cu1,30,60,1.8,24,-99,-99,-99,-99,7.3,325,304,5,1,14,1020,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,143800,452900,1993
4732,4,1Cg,60,100,1.1,30,-99,-99,-99,-99,7.7,318,303,3,1,10,820,0.7,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,143800,452900,1993
4733,1,1Ah,0,10,5.8,34,-99,-99,-99,-99,3.8,231,144,7,1,27,3090,2.8,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,176200,438300,1993
4733,2,1Ah,10,30,3.1,34,-99,-99,-99,-99,4.9,255,192,5,2,32,3420,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,176200,438300,1993
4733,3,1Cg2,30,60,2.4,54,-99,-99,-99,-99,5.9,271,219,4,2,28,3150,1.4,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,176200,438300,1993
4733,4,1Cg3,60,100,1.6,48,-99,-99,-99,-99,7.1,331,303,5,2,22,3320,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,176200,438300,1993
4734,1,1AC,0,10,6.8,28,-99,-99,-99,-99,4.7,221,161,8,1,28,5530,3.2,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p234c,Rn,147300,427200,1993
4734,2,1AC,10,30,5.3,28,-99,-99,-99,-99,5.2,242,175,7,1,28,5740,2.5,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p234c,Rn,147300,427200,1993
4734,3,1Cg1,30,60,3.5,24,-99,-99,-99,-99,6.7,306,266,7,2,31,4610,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p234c,Rn,147300,427200,1993
4734,4,1Cg2,60,100,2.3,24,-99,-99,-99,-99,7.3,342,299,6,3,32,2900,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p234c,Rn,147300,427200,1993
4737,1,1L/F,-1,0,43.8,-99,-99,-99,-99,-99,2.5,275,38,4,2,9,0,23.3,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4i433,pZn,226000,455000,1990
4737,3,2A/Bgp,0,30,3.1,-99,-99,22,78,155,3.6,24,1,0,0,0,150,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4i433,pZn,226000,455000,1990
4740,1,1L/F,-6,0,73.9,-99,-99,-99,-99,-99,3,404,157,16,3,29,0,40.9,1.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,K4p235c,pKRn,247000,439000,1990
4740,2,2Ah,0,10,8.8,-99,-99,-99,-99,-99,3.2,77,7,2,0,2,440,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,K4p235c,pKRn,247000,439000,1990
4740,3,2Ah,10,30,3.2,-99,-99,-99,-99,-99,3.5,-99,-99,-99,-99,-99,190,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,K4p235c,pKRn,247000,439000,1990
4741,2,1H,-1,0,45.4,-99,-99,-99,-99,-99,2.6,331,86,5,4,17,0,28.1,0.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5k414,Zn,137000,404000,1990
4741,3,2BC,0,30,2.5,-99,-99,30,70,130,3.4,70,8,1,1,3,180,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5k414,Zn,137000,404000,1990
4742,2,1H,-1,0,40.3,-99,-99,-99,-99,-99,2.8,286,81,6,1,15,0,27.2,1.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4k423x8,pZg,154000,401000,1990
4742,3,2Ah,0,10,5.3,-99,-99,20,80,145,3.2,43,5,1,0,1,270,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,4k423x8,pZg,154000,401000,1990
4742,4,2Ah,10,30,3,-99,-99,20,80,145,3.9,-99,-99,-99,-99,-99,260,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,4k423x8,pZg,154000,401000,1990
4743,2,1H,-1,0,66.8,-99,-99,-99,-99,-99,2.5,324,53,7,2,15,0,42.1,1.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4r512,bEZ,183000,423000,1990
4743,3,2Ah,0,30,2.5,-99,-99,11,89,220,3.4,19,0,1,0,0,820,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4r512,bEZ,183000,423000,1990
4744,1,1H,-1,0,37,-99,-99,-99,-99,-99,2.6,305,50,3,3,10,0,25.7,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2v422,Hd,111000,395000,1990
4744,2,2A/B/E,0,10,4.5,-99,-99,12,88,130,3.1,30,2,2,1,1,250,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2v422,Hd,111000,395000,1990
4744,3,2A/B/E,10,30,3.1,-99,-99,12,88,130,3.6,-99,-99,-99,-99,-99,180,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2v422,Hd,111000,395000,1990
4751,1,1H,-1,0,37.7,-99,-99,-99,-99,-99,2.7,225,29,6,2,5,0,20.6,0.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,5v413,Zb,206000,380000,1990
4751,2,2E,0,10,3.8,-99,-99,18,82,100,3.1,25,1,1,0,0,280,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5v413,Zb,206000,380000,1990
4751,3,2Cu1,10,30,1.8,-99,-99,18,82,100,4,-99,-99,-99,-99,-99,260,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5v413,Zb,206000,380000,1990
4752,1,1L/F,-3,0,13.4,-99,-99,-99,-99,-99,3,83,8,1,0,1,0,8.9,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4i432,pZn,145000,369000,1990
4752,2,2Ah/Eu,0,30,5.5,-99,-99,12,88,155,3.5,36,11,0,0,0,170,2.5,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,4i432,pZn,145000,369000,1990
4753,1,1L/F,-4,0,63.9,-99,-99,-99,-99,-99,3,200,38,9,2,13,1168,-99,1.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t421,Zd,146000,365000,1990
4753,2,2E,0,10,2.1,-99,-99,6,94,145,3.5,15,0,1,0,0,160,-99,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t421,Zd,146000,365000,1990
4753,3,2Ah,10,30,1.9,-99,-99,10,90,145,3.7,-99,-99,-99,-99,-99,180,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5t421,Zd,146000,365000,1990
4768,1,1L/F,-5,0,86.4,-99,-99,-99,-99,-99,3.2,480,279,1,5,48,1260,-99,1.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r433x10,Hn,222000,527000,1990
4768,2,2C/E/A/B,0,10,9.6,4,12,16,84,155,3.3,56,7,1,1,2,250,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r433x10,Hn,222000,527000,1990
4768,3,2C/E/A/B,10,30,6.5,4,12,16,84,155,3.6,-99,-99,-99,-99,-99,190,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r433x10,Hn,222000,527000,1990
4770,1,1H,-3,0,63.7,-99,-99,-99,-99,-99,3,291,92,18,3,24,0,36.7,1.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,m2i433x10,Y,253000,546000,1990
4770,2,2A/Bw,0,10,6,6,16,22,78,165,3.5,35,2,1,0,1,410,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,m2i433x10,Y,253000,546000,1990
4770,3,2A/Bw,10,30,5,6,16,22,78,165,3.8,-99,-99,-99,-99,-99,320,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,m2i433x10,Y,253000,546000,1990
4774,1,1H,-1,0,45,-99,-99,-99,-99,-99,2.6,280,39,6,3,10,0,28,0.9,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,2r431,Hn,248000,491000,1990
4774,2,2Ah,0,10,3.7,-99,-99,6,94,170,3,31,3,1,0,1,130,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r431,Hn,248000,491000,1990
4774,3,2Ah,10,30,2.5,-99,-99,6,94,170,3.4,-99,-99,-99,-99,-99,120,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r431,Hn,248000,491000,1990
4775,1,1L/F,-3,0,21.9,-99,-99,-99,-99,-99,3.1,209,54,7,1,8,0,12.4,0.7,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,K4p215c,pKRn,257000,489000,1990
4775,2,2Ah,0,10,6.7,8,17,25,75,-99,3.3,56,19,2,0,3,560,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,K4p215c,pKRn,257000,489000,1990
4775,3,2Ah,10,30,2.5,8,17,25,75,-99,3.8,-99,-99,-99,-99,-99,340,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,K4p215c,pKRn,257000,489000,1990
4780,1,1L/F,-6,0,83.8,-99,-99,-99,-99,-99,3,285,66,2,0,16,1168,-99,1.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2i432,Y,152000,377000,1990
4780,2,2Ap,0,10,4.7,-99,-99,15,85,160,3.3,31,1,1,0,0,220,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2i432,Y,152000,377000,1990
4780,3,2Ap,10,30,3.3,-99,-99,15,85,160,3.9,-99,-99,-99,-99,-99,180,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2i432,Y,152000,377000,1990
4783,1,1Cg,0,10,4.7,27,-99,-99,-99,-99,3.7,232,149,5,2,17,3490,6.4,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p315c,Rn,198650,358500,1993
4783,2,1Cgc,30,60,3.8,27,-99,-99,-99,-99,4.8,187,166,3,5,10,2070,1.7,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p315c,Rn,198650,358500,1993
4783,3,1Cgr,60,100,2.6,34,-99,-99,-99,-99,4.5,157,108,2,3,6,2000,1.2,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p315c,Rn,198650,358500,1993
4784,1,1Ah,10,30,4.5,15,-99,-99,-99,-99,5.3,220,160,2,2,11,1830,2.1,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,197400,351250,1993
4784,2,1Cg1,30,60,1.7,20,-99,-99,-99,-99,5.4,159,122,1,1,6,1440,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,197400,351250,1993
4784,4,1Cr,60,100,1.1,20,-99,-99,-99,-99,5.4,91,70,1,1,3,1140,0.7,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,197400,351250,1993
4785,1,1Ah,10,30,3.6,22,-99,-99,-99,-99,3.8,176,103,5,0,25,2110,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p214c,Rn,153050,444050,1993
4785,2,1Cu,30,60,2,30,-99,-99,-99,-99,3.9,232,156,6,1,39,1640,0.9,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p214c,Rn,153050,444050,1993
4785,4,1Cg2,60,100,1.6,38,-99,-99,-99,-99,4.3,244,174,6,1,40,1490,0.7,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p214c,Rn,153050,444050,1993
4786,1,1AC,0,10,7.3,60,-99,-99,-99,-99,7,424,373,16,1,33,2700,3.6,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p334c,Rn,131300,428750,1993
4786,2,1Cu,10,30,5.3,60,-99,-99,-99,-99,6.7,430,387,12,2,29,2560,2.6,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p334c,Rn,131300,428750,1993
4786,3,1Cg1,30,60,3.9,60,-99,-99,-99,-99,7.1,391,354,7,2,25,1910,1.9,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p334c,Rn,131300,428750,1993
4786,4,1Cg1,60,100,4.5,60,-99,-99,-99,-99,7.2,382,360,5,1,16,1410,2.3,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p334c,Rn,131300,428750,1993
